InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
503324,P1120,Desk Lamp,Fashion,5,2025-01-04 11:07:00,73.68,11316.0,India,368.4
518644,P1094,Backpack,Office,2,2025-01-04 11:13:00,61.16,11484.0,United Kingdom,122.32
508128,P1023,Coffee Mug,Electronics,2,2025-01-04 11:21:00,92.99,11029.0,India,185.98
502492,P1085,Wireless Headphones,Books,3,2025-01-04 11:27:00,29.42,10102.0,United Kingdom,88.26
508934,P1104,Shampoo,Home & Kitchen,5,2025-01-04 11:34:00,24.58,10831.0,India,122.9
512012,P1026,Study Guide,Office,2,2025-01-04 11:42:00,34.18,12218.0,France,68.36
502152,P1103,Lip Balm,Electronics,3,2025-01-04 12:20:00,77.87,12356.0,India,233.61
521598,P1040,Pen Set,Toys,1,2025-01-04 12:27:00,25.04,12321.0,United Kingdom,25.04
530854,P1094,Backpack,Office,1,2025-01-04 12:30:00,60.06,11457.0,United Kingdom,60.06
528066,P1085,Wireless Headphones,Books,2,2025-01-04 12:30:00,30.72,10495.0,United Kingdom,61.44
507760,P1010,Backpack,Beauty,2,2025-01-04 12:33:00,64.13,10969.0,France,128.26
512330,P1089,Power Bank,Home & Kitchen,3,2025-01-04 12:41:00,15.4,12229.0,India,46.2
518228,P1013,Running Shoes,Sports,2,2025-01-04 12:47:00,36.45,12474.0,United States,72.9
502577,P1075,Lip Balm,Electronics,2,2025-01-04 12:49:00,61.09,10658.0,United States,122.18
514560,P1006,Keyboard,Sports,5,2025-01-04 12:57:00,103.09,11457.0,India,515.45
519832,P1063,Wireless Mouse,Office,1,2025-01-04 13:03:00,40.68,12258.0,Germany,40.68
508101,P1032,USB Cable,Home & Kitchen,2,2025-01-04 13:13:00,41.69,10554.0,United Kingdom,83.38
529168,P1020,Shampoo,Sports,3,2025-01-04 13:22:00,29.75,11203.0,India,89.25
502079,P1097,Running Shoes,Office,2,2025-01-04 13:23:00,47.13,10119.0,India,94.26
518437,P1035,Wireless Mouse,Books,5,2025-01-04 13:35:00,44.07,11090.0,India,220.35
530561,P1071,T-Shirt,Fashion,4,2025-01-04 13:36:00,30.71,11878.0,India,122.84
520148,P1096,Pen Set,Beauty,3,2025-01-04 14:03:00,54.76,10091.0,United Kingdom,164.28
501719,P1097,Running Shoes,Office,2,2025-01-04 14:18:00,45.34,12101.0,United Kingdom,90.68
511138,P1012,Pen Set,Electronics,4,2025-01-04 14:20:00,161.3,10127.0,United Kingdom,645.2
520387,P1032,USB Cable,Home & Kitchen,4,2025-01-04 14:21:00,39.93,10003.0,India,159.72
515848,P1018,Moisturizer,Office,3,2025-01-04 14:22:00,57.81,10677.0,Netherlands,173.43
520832,P1110,Study Guide,Office,6,2025-01-04 14:24:00,44.13,11040.0,France,264.78
507191,P1117,Power Bank,Beauty,3,2025-01-04 14:27:00,45.61,12119.0,India,136.83
518954,P1087,Smart Watch,Fashion,4,2025-01-04 14:30:00,20.79,12430.0,India,83.16
501343,P1015,T-Shirt,Electronics,1,2025-01-04 14:41:00,189.02,10048.0,Australia,189.02
520773,P1115,Smart Watch,Sports,5,2025-01-04 14:55:00,121.19,11698.0,United Kingdom,605.95
510028,P1072,Jeans,Beauty,3,2025-01-04 15:14:00,16.84,11417.0,India,50.52
508708,P1063,Wireless Mouse,Office,2,2025-01-04 15:35:00,38.29,12214.0,Italy,76.58
524987,P1100,Jeans,Toys,3,2025-01-04 15:37:00,42.3,11896.0,India,126.9
520256,P1049,Cookware Set,Electronics,2,2025-01-04 15:42:00,42.57,11078.0,India,85.14
516787,P1089,Power Bank,Home & Kitchen,3,2025-01-04 15:57:00,15.36,11330.0,India,46.08
526054,P1091,Wireless Mouse,Books,5,2025-01-04 16:03:00,22.73,12288.0,India,113.65
517689,P1055,Board Game,Office,3,2025-01-04 16:10:00,2.05,10958.0,India,6.15
528023,P1055,Board Game,Office,5,2025-01-04 16:45:00,2.4,10039.0,India,12.0
515107,P1027,Board Game,Electronics,3,2025-01-04 16:47:00,101.32,10468.0,India,303.96
507372,P1027,Board Game,Electronics,3,2025-01-04 16:55:00,89.89,12133.0,India,269.67
504233,P1025,Novel,Electronics,4,2025-01-04 17:00:00,168.61,10366.0,India,674.44
523372,P1015,T-Shirt,Electronics,2,2025-01-04 17:00:00,196.46,10687.0,Canada,392.92
521886,P1113,Wireless Headphones,Fashion,3,2025-01-04 17:02:00,124.78,11822.0,India,374.34
505288,P1065,Water Bottle,Office,5,2025-01-04 17:09:00,7.33,12292.0,France,36.65
518787,P1102,Moisturizer,Fashion,2,2025-01-04 17:22:00,68.18,10847.0,Spain,136.36
508846,P1017,Face Wash,Books,5,2025-01-04 17:35:00,42.1,11949.0,Canada,210.5
530625,P1039,Notebook,Home & Kitchen,2,2025-01-04 17:39:00,116.49,10659.0,India,232.98
511785,P1090,Keyboard,Office,2,2025-01-04 17:43:00,54.58,11991.0,United Kingdom,109.16
503256,P1100,Jeans,Toys,5,2025-01-04 18:10:00,41.05,12044.0,India,205.25
513641,P1099,T-Shirt,Fashion,3,2025-01-04 18:10:00,96.6,11721.0,United Kingdom,289.8
511233,P1024,Bedsheet,Toys,3,2025-01-04 18:32:00,91.55,10168.0,United Kingdom,274.65
505533,P1040,Pen Set,Toys,4,2025-01-04 18:39:00,30.41,11153.0,India,121.64
525446,P1036,Desk Lamp,Office,3,2025-01-04 18:48:00,16.87,11173.0,India,50.61
521879,P1071,T-Shirt,Fashion,3,2025-01-04 18:51:00,31.42,11928.0,Australia,94.26
526788,P1027,Board Game,Electronics,1,2025-01-04 18:57:00,95.26,11083.0,Spain,95.26
504073,P1120,Desk Lamp,Fashion,4,2025-01-04 18:58:00,71.5,11745.0,United Kingdom,286.0
516474,P1079,Coffee Mug,Fashion,2,2025-01-04 19:04:00,105.46,11444.0,Netherlands,210.92
516360,P1029,Wireless Headphones,Electronics,3,2025-01-04 19:06:00,190.23,12278.0,France,570.69
515145,P1018,Moisturizer,Office,7,2025-01-04 19:20:00,61.84,11531.0,United States,432.88
522910,P1020,Shampoo,Sports,2,2025-01-04 19:25:00,28.53,10747.0,Netherlands,57.06
527635,P1005,Power Bank,Sports,7,2025-01-04 19:32:00,131.64,10294.0,India,921.48
500086,P1093,Water Bottle,Sports,2,2025-01-04 20:11:00,109.0,11480.0,United Kingdom,218.0
507592,P1043,T-Shirt,Toys,4,2025-01-04 20:25:00,7.27,12335.0,Netherlands,29.08
508110,P1031,Smart Watch,Beauty,1,2025-01-04 20:26:00,71.33,11648.0,United Kingdom,71.33
529309,P1115,Smart Watch,Sports,5,2025-01-04 20:33:00,126.01,12427.0,United Kingdom,630.05
525171,P1118,Keyboard,Fashion,2,2025-01-04 20:33:00,132.74,12209.0,India,265.48
510877,P1054,Study Guide,Beauty,4,2025-01-04 20:36:00,68.63,10200.0,India,274.52
502382,P1019,Lip Balm,Fashion,3,2025-01-04 20:43:00,115.34,11168.0,United States,346.02
519878,P1057,Wireless Headphones,Fashion,2,2025-01-04 20:44:00,65.32,11458.0,Australia,130.64
525879,P1008,Desk Lamp,Fashion,2,2025-01-04 20:51:00,70.89,10702.0,Germany,141.78
516776,P1072,Jeans,Beauty,2,2025-01-04 21:11:00,19.44,11709.0,United Kingdom,38.88
519047,P1035,Wireless Mouse,Books,2,2025-01-04 21:16:00,41.6,10014.0,Italy,83.2
518844,P1017,Face Wash,Books,4,2025-01-04 21:42:00,41.86,10427.0,Spain,167.44
504180,P1070,Yoga Mat,Beauty,3,2025-01-04 21:48:00,68.82,11611.0,United Kingdom,206.46
512872,P1014,Yoga Mat,Toys,3,2025-01-04 21:49:00,52.09,11094.0,France,156.27
520210,P1049,Cookware Set,Electronics,2,2025-01-04 21:50:00,52.8,12100.0,India,105.6
515149,P1076,Shampoo,Fashion,2,2025-01-04 21:52:00,90.07,10798.0,India,180.14
525671,P1109,Novel,Fashion,2,2025-01-04 21:57:00,31.61,11449.0,United Kingdom,63.22
513517,P1049,Cookware Set,Electronics,1,2025-01-05 08:25:00,45.09,11196.0,United Kingdom,45.09
523816,P1016,Jeans,Fashion,3,2025-01-05 08:53:00,52.84,10981.0,Netherlands,158.52
507103,P1116,USB Cable,Fashion,3,2025-01-05 08:53:00,17.24,10745.0,Spain,51.72
525730,P1039,Notebook,Home & Kitchen,2,2025-01-05 09:13:00,124.62,11974.0,United Kingdom,249.24
530454,P1108,Bedsheet,Home & Kitchen,3,2025-01-05 09:18:00,56.22,12288.0,India,168.66
525451,P1040,Pen Set,Toys,3,2025-01-05 09:25:00,26.69,12035.0,United Kingdom,80.07
512962,P1093,Water Bottle,Sports,4,2025-01-05 09:35:00,119.46,11981.0,United Kingdom,477.84
530310,P1025,Novel,Electronics,3,2025-01-05 09:46:00,175.9,10860.0,United Kingdom,527.7
518575,P1099,T-Shirt,Fashion,3,2025-01-05 10:04:00,103.71,10774.0,United Kingdom,311.13
501879,P1085,Wireless Headphones,Books,4,2025-01-05 10:04:00,30.36,10447.0,Australia,121.44
508724,P1063,Wireless Mouse,Office,1,2025-01-05 10:05:00,49.07,12475.0,France,49.07
521098,P1055,Board Game,Office,5,2025-01-05 10:10:00,2.13,11195.0,France,10.65
526263,P1031,Smart Watch,Beauty,3,2025-01-05 10:20:00,78.34,10213.0,Canada,235.02
519358,P1099,T-Shirt,Fashion,5,2025-01-05 10:31:00,94.3,10055.0,United Kingdom,471.5
508694,P1068,Pen Set,Toys,4,2025-01-05 10:37:00,76.77,12326.0,Canada,307.08
524985,P1026,Study Guide,Office,1,2025-01-05 11:09:00,32.82,10578.0,India,32.82
529038,P1096,Pen Set,Beauty,2,2025-01-05 11:13:00,63.58,10605.0,Germany,127.16
507253,P1044,Jeans,Toys,3,2025-01-05 11:16:00,56.39,11760.0,India,169.17
509232,P1044,Jeans,Toys,1,2025-01-05 12:01:00,58.63,10659.0,Australia,58.63
506199,P1070,Yoga Mat,Beauty,3,2025-01-05 12:18:00,56.09,11606.0,India,168.27
528503,P1001,Wireless Headphones,Electronics,4,2025-01-05 12:38:00,121.74,12445.0,India,486.96
502767,P1030,Bluetooth Speaker,Fashion,5,2025-01-05 12:43:00,62.89,12016.0,India,314.45
505458,P1085,Wireless Headphones,Books,4,2025-01-05 12:49:00,33.68,10738.0,Germany,134.72
528926,P1016,Jeans,Fashion,4,2025-01-05 12:51:00,55.68,11540.0,Germany,222.72
529601,P1072,Jeans,Beauty,4,2025-01-05 13:05:00,17.23,11370.0,India,68.92
501338,P1008,Desk Lamp,Fashion,2,2025-01-05 13:09:00,75.11,11109.0,Germany,150.22
530698,P1072,Jeans,Beauty,3,2025-01-05 13:22:00,18.92,10848.0,India,56.76
509822,P1060,USB Cable,Fashion,3,2025-01-05 13:22:00,48.57,10908.0,Germany,145.71
514628,P1115,Smart Watch,Sports,2,2025-01-05 13:23:00,119.42,12132.0,United Kingdom,238.84
508033,P1105,Cookware Set,Office,5,2025-01-05 13:40:00,8.8,10660.0,India,44.0
526241,P1119,Wireless Mouse,Fashion,2,2025-01-05 13:50:00,102.09,12043.0,Australia,204.18
504639,P1050,Storage Box,Electronics,6,2025-01-05 14:05:00,153.87,11724.0,United Kingdom,923.22
524102,P1115,Smart Watch,Sports,7,2025-01-05 14:22:00,129.63,12272.0,France,907.41
520449,P1112,Building Blocks,Electronics,2,2025-01-05 14:24:00,125.36,10786.0,Germany,250.72
513229,P1078,Storage Box,Sports,4,2025-01-05 14:25:00,19.23,12281.0,United Kingdom,76.92
527857,P1015,T-Shirt,Electronics,3,2025-01-05 14:25:00,206.35,10932.0,Netherlands,619.05
521162,P1078,Storage Box,Sports,4,2025-01-05 14:45:00,18.04,11379.0,Netherlands,72.16
513016,P1077,Cookware Set,Office,2,2025-01-05 15:06:00,50.05,12461.0,India,100.1
516456,P1093,Water Bottle,Sports,8,2025-01-05 15:26:00,116.1,11878.0,Germany,928.8
525118,P1066,Backpack,Toys,2,2025-01-05 15:35:00,76.64,11149.0,India,153.28
527309,P1033,Power Bank,Fashion,3,2025-01-05 16:03:00,27.77,10491.0,Netherlands,83.31
527742,P1011,Notebook,Electronics,3,2025-01-05 16:07:00,53.91,10688.0,India,161.73
510630,P1004,USB Cable,Electronics,3,2025-01-05 16:10:00,82.83,11505.0,India,248.49
507727,P1003,Smart Watch,Fashion,2,2025-01-05 16:24:00,86.72,10067.0,India,173.44
517637,P1055,Board Game,Office,5,2025-01-05 16:53:00,1.9,10631.0,France,9.5
502165,P1085,Wireless Headphones,Books,4,2025-01-05 17:14:00,30.7,10747.0,France,122.8
524041,P1077,Cookware Set,Office,5,2025-01-05 17:16:00,49.44,12483.0,India,247.2
527178,P1111,Board Game,Office,4,2025-01-05 17:44:00,42.24,11581.0,Spain,168.96
500169,P1042,Yoga Mat,Beauty,1,2025-01-05 18:40:00,88.38,11104.0,United States,88.38
505616,P1076,Shampoo,Fashion,2,2025-01-05 18:41:00,95.68,10127.0,France,191.36
520762,P1020,Shampoo,Sports,4,2025-01-05 19:01:00,31.48,10632.0,Italy,125.92
524560,P1058,Bluetooth Speaker,Books,1,2025-01-05 19:07:00,19.11,11339.0,United Kingdom,19.11
519273,P1003,Smart Watch,Fashion,3,2025-01-05 19:08:00,105.1,10632.0,Canada,315.3
513238,P1115,Smart Watch,Sports,2,2025-01-05 19:38:00,108.12,11037.0,Australia,216.24
528021,P1043,T-Shirt,Toys,3,2025-01-05 19:40:00,6.67,11137.0,United Kingdom,20.01
514217,P1078,Storage Box,Sports,4,2025-01-05 19:53:00,18.19,12244.0,United Kingdom,72.76
525442,P1063,Wireless Mouse,Office,4,2025-01-05 19:54:00,40.67,11705.0,United Kingdom,162.68
519781,P1020,Shampoo,Sports,5,2025-01-05 20:39:00,29.42,11379.0,United States,147.1
502817,P1119,Wireless Mouse,Fashion,4,2025-01-05 20:44:00,96.1,12407.0,United Kingdom,384.4
511216,P1072,Jeans,Beauty,2,2025-01-05 20:50:00,19.26,11184.0,Italy,38.52
506003,P1077,Cookware Set,Office,4,2025-01-05 20:53:00,56.67,11667.0,India,226.68
506866,P1012,Pen Set,Electronics,3,2025-01-05 20:59:00,153.63,10530.0,Spain,460.89
501515,P1045,Face Wash,Beauty,3,2025-01-05 21:03:00,48.45,11771.0,United Kingdom,145.35
522036,P1099,T-Shirt,Fashion,2,2025-01-05 21:06:00,86.15,11017.0,India,172.3
521343,P1108,Bedsheet,Home & Kitchen,2,2025-01-05 21:33:00,58.31,11725.0,United Kingdom,116.62
500820,P1074,Moisturizer,Home & Kitchen,6,2025-01-05 21:36:00,9.53,11663.0,India,57.18
509463,P1018,Moisturizer,Office,3,2025-01-05 21:49:00,56.06,11628.0,France,168.18
509238,P1019,Lip Balm,Fashion,6,2025-01-06 08:00:00,100.19,11882.0,France,601.14
507502,P1065,Water Bottle,Office,6,2025-01-06 08:03:00,7.62,12319.0,United Kingdom,45.72
513619,P1031,Smart Watch,Beauty,4,2025-01-06 08:05:00,69.59,12349.0,India,278.36
503908,P1067,Notebook,Home & Kitchen,6,2025-01-06 08:50:00,27.88,12337.0,United States,167.28
515441,P1017,Face Wash,Books,2,2025-01-06 09:07:00,32.72,12446.0,France,65.44
527861,P1012,Pen Set,Electronics,2,2025-01-06 09:08:00,147.46,12444.0,Canada,294.92
515342,P1095,Notebook,Toys,2,2025-01-06 09:13:00,18.04,11037.0,United Kingdom,36.08
503509,P1047,Lip Balm,Fashion,3,2025-01-06 09:17:00,50.56,10735.0,Australia,151.68
529814,P1022,Storage Box,Office,2,2025-01-06 09:19:00,4.27,10527.0,Australia,8.54
515923,P1053,Novel,Sports,3,2025-01-06 09:55:00,67.87,11507.0,India,203.61
507305,P1073,Face Wash,Home & Kitchen,1,2025-01-06 10:04:00,79.27,10856.0,France,79.27
530220,P1066,Backpack,Toys,4,2025-01-06 10:17:00,79.39,10027.0,Canada,317.56
518210,P1014,Yoga Mat,Toys,2,2025-01-06 10:20:00,52.23,10272.0,India,104.46
506034,P1006,Keyboard,Sports,4,2025-01-06 10:22:00,128.12,11392.0,Germany,512.48
504245,P1031,Smart Watch,Beauty,1,2025-01-06 10:30:00,75.96,12361.0,United Kingdom,75.96
519948,P1006,Keyboard,Sports,4,2025-01-06 10:42:00,118.02,10550.0,Spain,472.08
520108,P1075,Lip Balm,Electronics,4,2025-01-06 10:44:00,65.61,10332.0,United Kingdom,262.44
522343,P1048,Shampoo,Books,3,2025-01-06 10:53:00,20.28,12054.0,France,60.84
511817,P1076,Shampoo,Fashion,1,2025-01-06 10:53:00,106.33,11442.0,United Kingdom,106.33
528964,P1070,Yoga Mat,Beauty,5,2025-01-06 11:10:00,49.9,10933.0,Germany,249.5
520877,P1073,Face Wash,Home & Kitchen,1,2025-01-06 11:42:00,67.32,12031.0,United Kingdom,67.32
507214,P1016,Jeans,Fashion,4,2025-01-06 12:07:00,46.2,11089.0,India,184.8
528649,P1103,Lip Balm,Electronics,4,2025-01-06 12:08:00,64.8,11824.0,Germany,259.2
524004,P1079,Coffee Mug,Fashion,3,2025-01-06 12:10:00,109.73,10197.0,United Kingdom,329.19
506936,P1074,Moisturizer,Home & Kitchen,6,2025-01-06 12:14:00,8.78,11045.0,Spain,52.68
512008,P1085,Wireless Headphones,Books,3,2025-01-06 12:19:00,30.97,12081.0,India,92.91
519226,P1116,USB Cable,Fashion,1,2025-01-06 12:35:00,15.23,11330.0,United Kingdom,15.23
501258,P1015,T-Shirt,Electronics,7,2025-01-06 12:45:00,190.04,11794.0,India,1330.28
529792,P1103,Lip Balm,Electronics,8,2025-01-06 12:49:00,67.28,10705.0,United States,538.24
519014,P1016,Jeans,Fashion,3,2025-01-06 12:49:00,47.12,12289.0,Germany,141.36
524740,P1051,Coffee Mug,Sports,2,2025-01-06 13:07:00,111.22,11774.0,Germany,222.44
526638,P1055,Board Game,Office,2,2025-01-06 13:08:00,2.36,11657.0,Spain,4.72
513875,P1045,Face Wash,Beauty,1,2025-01-06 13:25:00,39.58,12466.0,Germany,39.58
504675,P1054,Study Guide,Beauty,4,2025-01-06 13:30:00,62.84,10519.0,United Kingdom,251.36
524467,P1097,Running Shoes,Office,4,2025-01-06 13:48:00,57.02,10750.0,Italy,228.08
529591,P1104,Shampoo,Home & Kitchen,3,2025-01-06 13:53:00,27.38,11265.0,India,82.14
504803,P1052,Bedsheet,Home & Kitchen,5,2025-01-06 13:54:00,22.06,11690.0,India,110.3
501500,P1025,Novel,Electronics,2,2025-01-06 13:57:00,147.85,11045.0,India,295.7
507820,P1003,Smart Watch,Fashion,2,2025-01-06 13:59:00,98.86,11429.0,India,197.72
521218,P1013,Running Shoes,Sports,5,2025-01-06 14:09:00,43.28,11064.0,India,216.4
529337,P1066,Backpack,Toys,5,2025-01-06 14:41:00,84.22,12188.0,India,421.1
509021,P1040,Pen Set,Toys,4,2025-01-06 14:43:00,25.82,12094.0,United States,103.28
508093,P1078,Storage Box,Sports,2,2025-01-06 14:55:00,22.03,10402.0,India,44.06
520214,P1045,Face Wash,Beauty,6,2025-01-06 15:03:00,43.49,12030.0,Netherlands,260.94
522207,P1024,Bedsheet,Toys,3,2025-01-06 15:09:00,92.32,10300.0,India,276.96
507117,P1077,Cookware Set,Office,3,2025-01-06 15:21:00,48.05,11152.0,France,144.15
527628,P1042,Yoga Mat,Beauty,2,2025-01-06 15:37:00,73.56,11929.0,Germany,147.12
525434,P1061,Power Bank,Home & Kitchen,2,2025-01-06 15:41:00,28.04,11380.0,Netherlands,56.08
508871,P1012,Pen Set,Electronics,6,2025-01-06 15:45:00,173.58,11780.0,United Kingdom,1041.48
506333,P1004,USB Cable,Electronics,5,2025-01-06 15:59:00,92.23,11209.0,France,461.15
500639,P1038,Backpack,Electronics,1,2025-01-06 16:39:00,40.54,10816.0,Germany,40.54
500742,P1030,Bluetooth Speaker,Fashion,3,2025-01-06 17:24:00,53.33,10526.0,India,159.99
527141,P1052,Bedsheet,Home & Kitchen,1,2025-01-06 17:27:00,24.92,10892.0,Canada,24.92
504985,P1118,Keyboard,Fashion,1,2025-01-06 17:36:00,107.85,11608.0,Canada,107.85
509165,P1052,Bedsheet,Home & Kitchen,2,2025-01-06 17:47:00,24.37,11840.0,India,48.74
502739,P1035,Wireless Mouse,Books,2,2025-01-06 18:00:00,40.96,10103.0,Spain,81.92
509315,P1064,Desk Lamp,Toys,3,2025-01-06 18:06:00,55.36,10076.0,United Kingdom,166.08
518117,P1050,Storage Box,Electronics,5,2025-01-06 18:18:00,194.81,11884.0,India,974.05
505848,P1117,Power Bank,Beauty,3,2025-01-06 18:33:00,66.25,12363.0,India,198.75
521829,P1031,Smart Watch,Beauty,2,2025-01-06 18:34:00,76.18,11477.0,Germany,152.36
520362,P1110,Study Guide,Office,2,2025-01-06 18:40:00,34.61,10578.0,Australia,69.22
529627,P1094,Backpack,Office,4,2025-01-06 18:43:00,55.44,11233.0,United Kingdom,221.76
513089,P1015,T-Shirt,Electronics,5,2025-01-06 18:46:00,218.35,11526.0,Canada,1091.75
527412,P1094,Backpack,Office,4,2025-01-06 18:55:00,58.91,11690.0,Netherlands,235.64
502230,P1049,Cookware Set,Electronics,4,2025-01-06 18:56:00,48.49,12434.0,Spain,193.96
513890,P1045,Face Wash,Beauty,2,2025-01-06 18:57:00,46.24,10718.0,France,92.48
526944,P1031,Smart Watch,Beauty,1,2025-01-06 19:01:00,64.65,10837.0,India,64.65
504602,P1102,Moisturizer,Fashion,9,2025-01-06 19:12:00,64.83,11151.0,India,583.47
527947,P1009,Water Bottle,Fashion,4,2025-01-06 19:22:00,37.26,11170.0,Netherlands,149.04
512922,P1062,Keyboard,Office,5,2025-01-06 19:24:00,31.68,10870.0,United Kingdom,158.4
506666,P1075,Lip Balm,Electronics,1,2025-01-06 19:32:00,52.2,12271.0,United States,52.2
509852,P1065,Water Bottle,Office,4,2025-01-06 19:56:00,7.51,10365.0,Spain,30.04
504441,P1070,Yoga Mat,Beauty,5,2025-01-06 19:59:00,66.77,12189.0,United Kingdom,333.85
522647,P1035,Wireless Mouse,Books,2,2025-01-06 20:02:00,44.72,12492.0,Australia,89.44
528870,P1069,Running Shoes,Fashion,3,2025-01-06 20:03:00,47.65,11932.0,Italy,142.95
517075,P1012,Pen Set,Electronics,3,2025-01-06 20:04:00,140.04,10993.0,United Kingdom,420.12
512376,P1099,T-Shirt,Fashion,2,2025-01-06 20:11:00,108.66,11736.0,India,217.32
505891,P1059,Unknown Product,Home & Kitchen,4,2025-01-06 20:15:00,47.39,11430.0,India,189.56
519989,P1045,Face Wash,Beauty,2,2025-01-06 20:15:00,40.33,10325.0,India,80.66
510506,P1069,Running Shoes,Fashion,3,2025-01-06 20:17:00,45.72,11537.0,United Kingdom,137.16
525957,P1052,Bedsheet,Home & Kitchen,4,2025-01-06 20:19:00,22.41,10190.0,United Kingdom,89.64
514756,P1065,Water Bottle,Office,6,2025-01-06 20:21:00,6.18,10060.0,India,37.08
523204,P1085,Wireless Headphones,Books,1,2025-01-06 20:24:00,28.97,12087.0,France,28.97
506894,P1107,Coffee Mug,Beauty,3,2025-01-06 20:55:00,53.21,11700.0,United Kingdom,159.63
511252,P1046,Moisturizer,Sports,4,2025-01-06 21:29:00,96.25,11705.0,Spain,385.0
517152,P1012,Pen Set,Electronics,5,2025-01-06 21:50:00,149.17,10558.0,United Kingdom,745.85
514417,P1031,Smart Watch,Beauty,2,2025-01-06 21:51:00,71.3,10420.0,France,142.6
511272,P1112,Building Blocks,Electronics,4,2025-01-07 08:08:00,138.14,12100.0,Italy,552.56
520423,P1070,Yoga Mat,Beauty,5,2025-01-07 08:08:00,55.61,11881.0,Germany,278.05
514579,P1008,Desk Lamp,Fashion,1,2025-01-07 08:16:00,65.37,11743.0,United States,65.37
522356,P1102,Moisturizer,Fashion,1,2025-01-07 08:31:00,67.08,12489.0,Spain,67.08
529205,P1017,Face Wash,Books,4,2025-01-07 08:33:00,40.34,11724.0,India,161.36
527861,P1068,Pen Set,Toys,2,2025-01-07 08:36:00,85.87,12054.0,Spain,171.74
506498,P1049,Cookware Set,Electronics,2,2025-01-07 08:40:00,54.1,10151.0,France,108.2
525871,P1084,Building Blocks,Home & Kitchen,8,2025-01-07 08:41:00,82.36,10075.0,United States,658.88
513217,P1057,Wireless Headphones,Fashion,5,2025-01-07 08:42:00,61.94,10408.0,India,309.7
523920,P1017,Face Wash,Books,3,2025-01-07 08:45:00,40.31,11256.0,United States,120.93
504032,P1033,Power Bank,Fashion,3,2025-01-07 08:58:00,22.06,11420.0,United Kingdom,66.18
512235,P1045,Face Wash,Beauty,3,2025-01-07 09:05:00,37.08,12305.0,India,111.24
506637,P1087,Smart Watch,Fashion,3,2025-01-07 09:07:00,20.26,12230.0,Italy,60.78
508598,P1054,Study Guide,Beauty,2,2025-01-07 09:11:00,74.74,11823.0,United Kingdom,149.48
526407,P1041,Running Shoes,Electronics,3,2025-01-07 09:26:00,139.07,10798.0,United Kingdom,417.21
510687,P1118,Keyboard,Fashion,5,2025-01-07 09:53:00,109.72,10913.0,India,548.6
518284,P1021,Cookware Set,Sports,4,2025-01-07 09:56:00,106.93,11405.0,India,427.72
500362,P1071,T-Shirt,Fashion,3,2025-01-07 10:11:00,29.93,12007.0,Australia,89.79
509204,P1057,Wireless Headphones,Fashion,5,2025-01-07 10:11:00,65.9,12004.0,India,329.5
503306,P1116,USB Cable,Fashion,6,2025-01-07 10:17:00,16.33,10770.0,Australia,97.98
522642,P1013,Running Shoes,Sports,3,2025-01-07 10:17:00,40.99,10283.0,India,122.97
500215,P1079,Coffee Mug,Fashion,7,2025-01-07 10:50:00,97.7,11602.0,United Kingdom,683.9
513834,P1043,T-Shirt,Toys,3,2025-01-07 11:07:00,6.37,10701.0,Spain,19.11
516585,P1111,Board Game,Office,2,2025-01-07 11:24:00,45.51,10981.0,United Kingdom,91.02
513919,P1099,T-Shirt,Fashion,3,2025-01-07 11:57:00,96.31,10921.0,Canada,288.93
515271,P1063,Wireless Mouse,Office,2,2025-01-07 11:59:00,45.53,12127.0,Australia,91.06
519114,P1007,Wireless Mouse,Books,4,2025-01-07 12:07:00,12.62,11182.0,Netherlands,50.48
